"name","orgininalName","cas","dcb","code","pharmacy"
m.o.s. ,sacharomyces boulardii,,,12781,a
m.s.m. ,msm,"67710",,3254,a
maca,maca,,,80950,b
maca,maca,,,7491,a
maca andina,maca po,,,9070,c
maca floral (sg),maca floral (sg),,,7496,b
maca ginseng,maca po,,,9072,c
maca homeo,maca homeo,,,9875,b
maca peruana ,maca,,,9693,a
maca peruana,maca po,,,8766,c
maca peruana es  ,maca,,,9692,a
maca po,maca,,,80962,b
maca po,maca po,,,6575,c
maca pó ,maca,,,12241,a
macadamia oleo,oleo de macadamia,,,7194,c
macieira,crab apple *,,,8701,c
macrocarpa floral (aus),macrocarpa floral (aus),,,7265,b
macrogol 400 ,peg 400 liquido acabou,"9002920","05183",20909,a
macrogol 4000,carbowax 4000,,,8944,b
macrogol 4000  ,carbowax 4000,"25322683","05474",20910,a
macrogol 4000 **,peg 4000,,"05474",7792,c
macropiper latifolium,kawa-kawa ext seco,,,4948,b
madecassoside (mildet) ,ext gl cent asiatica,,,8037,a
madecassoside(midelt),madecassoside(midelt),,,8935,b
madia floral (cal),madia floral (cal),,,7078,b
madressilva,honey suckle *,,,8713,c
madressilva floral (mg),madressilva floral (mg),,,6847,b
madressilva saint germain,madressilva saint germain,,,7774,b
magnesia calcinada ,oxido magnesio,"1309484","06728",62339,a
magnesia calcinada,oxido magnesio,,,62339,b
magnesia carbonada,carb magnesio,,,49530,b
magnesia carbonica 5ch,magnesia carbonica 5ch,,,8408,b
magnesia carbonica homeo,magnesia carbonica homeo,,,6716,b
magnesia muriatica homeo,magnesia muriatica homeo,,,6717,b
magnesia phosphorica homeo,magnesia phosphorica homeo,,,3560,b
magnesia phosphoricum ho,magnesia phosphoricum ho,,,4513,c
magnesia sulphurica homeo,magnesia sulphurica homeo,,,6719,b
magnesio (citrato),citrato de magnesio,"153531965",,3803,a
magnesio aspartato,aspartato magnesio,,,2546,b
magnesio aspartato  ,aspartato magnesio,"1187913","00110",23261,a
magnesio aspartato 30%,aspartato de magnesio 30%,,,7205,c
magnesio bisglinato 30%,magnesio quelato 30%,"14783687","09702",10027,c
magnesio carbonato **,carbonato de magnesio,,"01750",7204,c
magnesio chelazome 30%,magnesio quelato 30%,"14783687","09702",7485,c
magnesio chelazone,magnesio quelado 30%,,,65134,b
magnesio citrato,citrato de magnesio,"153531965",,13596,a
magnesio cloreto**,cloreto de magnesio,,"02400",7235,c
magnesio dimalato,magnesio malato,"671197505",,9066,c
magnesio dimalato,magnesio dimalato,"1309371",,7824,a
magnesio dimalato acabou,magnesio dimalato,"1309371",,7824,a
magnesio elemento,magnesio quelado,"14783687","09702",38596,a
magnesio glicil glutamina,magnesio glicil glutamina,,,1435,b
magnesio glicil glutamina $,magnesio glicil glutamina $,,,5120,c
magnesio glicina,magnesio quelato 30%,"14783687","09702",11784,c
magnesio glicina,magnesio quelado,"14783687","09702",4868,a
magnesio glicina,magnesio quelado 30%,,,12660,b
magnesio l pca ,padnactive nutri,,,9299,a
magnesio l treonato,magnesio l treonato,"778571576",,5587,c
magnesio l treonato,magnesio treonato,,,10573,b
magnesio malato,dimagnesio malato,,,10635,b
magnesio malato,magnesio malato,"671197505",,6657,c
magnesio malato,magnesio malato,,,12599,a
magnesio mineral quela,magnesio quelado,"14783687","09702",5437,a
magnesio pa,cl magnesio hexahidratado,"7791186","02400",13086,a
magnesio phosphorica,magnesio phosphorica,,,3337,b
magnesio q,magnesio quelado,"14783687","09702",9035,a
magnesio quelado,magnesio quelado,"14783687","09702",1342,a
magnesio quelado,magnesio quelato 30%,"14783687","09702",8413,c
magnesio quelado 30%,magnesio quelado 30%,,,6221,b
magnesio quelado taste free,magnesio quelado taste free,,,5911,b
magnesio quelato,magnesio quelado,"14783687","09702",9753,a
magnesio quelato 30%,magnesio quelato 30%,"14783687","09702",5769,c
magnesio relax ,padnactive nutri,,,12329,a
magnesio sulfato *,magnesio sulfato *,,,4126,c
magnesio sulfato hidratado,sulfato magnesio hepta. 06/07,"10034998","08168",12397,a
"magnesio taurate 7,5%","magnesio taurate 7,5%",,,12290,b
magnesio taurato,tauromag,,,11226,c
magnesio treonato,magnesio treonato,,,9669,b
magnesium phosphoricum ho,magnesia phosphoricum ho,,,11073,c
magnesium quelado,magnesio quelado,"14783687","09702",1344,a
magnolia,magnolia ext seco,,,12743,b
magnolia + ziziphus jujuba,seditol,,,12114,b
magnolia ext seco,magnolia ext seco,,,12740,b
"magnolia ext seco 2,7%",magnolia ext seco,,,12741,b
magnolia officinallis,magnolia officinallis,,,13096,a
magnolia oficinalis,magnolia ext seco,,,12742,b
magtein,magtein,,,15339,b
magtein,magtein,,,8638,c
makeup bastao,makeup bastao,,,14599,b
makeup blush,makeup blush,,,10978,c
makibeads 80 ,nicotinamida,"98920","06346",7122,a
makibeads 80(pharmaspecial),makibeads 80(pharmaspecial),,,11602,b
makimousse 12,makimousse 12,,,11759,b
mal. de enalapril ,enalapril maleato,"76095164","03370",10795,a
malassezia furfur homeo,malassezia furfur homeo,,,6721,b
malassezia pachydermotis homeo,malassezia pachydermotis homeo,,,9848,b
malassezia sp homeo,malassezia sp homeo,,,13815,b
maleato de domperidona ,domperidona maleato,,,11214,a
maleato de enalapril,maleato de enalapril,,,4376,b
maleato de enalapril**,enalapril maleato,,"03370",7374,c
maleato de fluvoxamina,fluvoxamina,,"04235",10708,b
maleato de midazolam,midazolam,"59467968","05938",14671,b
maleato de trimebutina,trimebutina,,,2048,b
maleato enalapril ,enalapril maleato,"76095164","03370",1414,a
maleato pizotifeno,maleato pizotifeno,"5189117","07241",34459,a
maleato trimebutina,trimebutina maleato,"34140595","08910",32297,a
malha 200,lactose,,,13037,b
mallow floral (cal),mallow floral (cal),,,7082,b
maltitol liquido,maltitol liquido,,,9325,c
maltodextrina,maltodextrina,,,6757,c
maltodextrina,maltodextrina,,,9461,b
maltodextrina,maltodextrina,,"11430",2027,a
maltodextrina 27/04/21,maltodextrina,,"11430",2027,a
malus pumila,crab apple *,,,8700,c
malus pumila mill,pomage,,,13666,b
malva sylvestris homeo,malva sylvestris homeo,,,10045,b
mama cadela ext seco,mamica de cadela ext seco,,,11296,c
mamacadela,mamica de cadela,,,12732,b
mamacadela ext seco,mamica de cadela ext seco,,,11295,c
mamica de cadela,mamica de cadela,,,5305,b
mamica de cadela ext seco,mamica de cadela ext seco,,,4916,c
mananoligossacarideo (mos),sacharomyces boulardii,,,12195,a
mancinella homeo,mancinella homeo,,,10353,b
mandibula homeo,mandibula homeo,,,14160,b
mandragora officinarum 4ch,mandragora officinarum 4ch,,,7925,b
mandragora officinarum homeo,mandragora officinarum homeo,,,14441,b
manga africana,irvingia gabonesis,,,11396,a
manga africana,ayslim ext manga africana,,,3291,b
manga africana  sob enc,irvingia gabonesis,,,11395,a
manga africana ext seco,irvingia gabonensis ext seco,,,7809,c
manganes ,manganes quelado 23/08/21,"7439965",,3813,a
manganes (aa compl) ,manganes quelado 23/08/21,"7439965",,3814,a
manganes bisglicinato 15%,manganes quelato 15%,,,9586,c
manganes quelado,manganes quelato 15%,,,8410,c
manganes quelado,manganes quelado 23/08/21,"7439965",,4443,a
manganes quelato ,manganes quelado 23/08/21,"7439965",,9992,a
manganes quelato,manganes quelato 15%,,,10257,b
manganes quelato 15%,manganes quelato 15%,,,10253,b
manganes quelato 15%,manganes quelato 15%,,,5453,c
manganum aceticum homeo,manganum aceticum homeo,,,7633,b
manganum metallicum homeo,manganum metallicum homeo,,,14861,b
manganum sulphuricum homeo,manganum sulphuricum homeo,,,8506,b
mangifera floral (sg),mangifera floral (sg),,,3518,b
mango butter (s) ,manteiga karite,"91080238",,10736,a
mango select ,mangoselect,,,4186,a
mango shea (s) ,manteiga karite,"91080238",,9319,a
mangobutter,mangobutter (consultar antes),,,75747,b
mangoflex ,mangoselect,,,10289,a
mangoselect,mangoselect,,,1381,a
mangoselect,mangoselect,,,3154,b
mangoselect,mangostin garcinia,,,7947,c
mangoselect 10%,mangoselect,,,5564,b
mangoselect extrato,mangoselect,,,3086,a
mangostin garcinia,mangostin garcinia,,,4023,c
manitol,manitol,,,6727,c
manitol,manitol,,,54847,b
manitol (pc-pf) policias,manitol (pc-pf) policias,"69658","10689",54847,a
manteiga cereais  ,triglicerideos caprico/capril,,,5109,a
manteiga de ilipe ,manteiga karite,"91080238",,5501,a
manteiga de karite,manteiga de karite,,,6772,c
manteiga de karite,manteiga de karite,,,74901,b
manteiga de karite diferencida,manteiga de karite,,,9828,c
manteiga de manga consultar an,mangobutter (consultar antes),,,5649,b
manteiga karite,manteiga karite,"91080238",,41816,a
manteiga karite 01/03/21,manteiga karite,"91080238",,41816,a
manteiga manga (s) ,manteiga karite,"91080238",,9553,a
manteiga pistache (s) ,ol de argan,,,6103,a
manzanita floral (cal),manzanita floral (cal),,,7083,b
maqui berry,maquiberry,,,13073,b
maquiagem homeo,maquiagem homeo,,,13925,b
maquiberry,maquiberry,,,12454,b
maquiberry ext seco,maquiberry,,,13074,b
maracuja,maracuja ext seco,,,4474,b
maracuja ext seco,maracuja ext seco,,,1116,b
maracuja ext seco  ,passiflora ext seco,,"09916",37563,a
maracuja ext seco,passiflora ext seco,,,10705,c
maracuja tint,tint maracuja 20/08/21,,,11769,a
marapramina  ,marapuama,,,4255,a
marapuama,marapuama,,,54860,a
marapuama,marapuama,,,6891,c
marapuama,marapuama,,,54860,b
marapuama ext seco,marapuama,,,10142,c
marapuama po,marapuama,,,10141,c
margarida floral (sg),margarida floral (sg),,,8713,b
margarites floral (mg),margarites floral (mg),,,6848,b
mariposa lily,mariposa lily,,,4563,b
mariposa lily floral (cal),mariposa lily floral (cal),,,7084,b
marmoreck turbeculinum homeo,marmoreck turbeculinum homeo,,,7333,b
mascara capilar com enxague,condicionador pronto,,,7202,a
mascara charcoal,mascara charcoal,,,11282,c
mascara cilios curve 12ml,fr  p/ cílios curve 12ml,,,9875,c
mascara curcuma,mascara curcuma,,,11283,c
mascara magnesio,mascara magnesio,,,11284,c
mascara peel off,mascara peel off,,,9142,c
mascara probio mask,mascara probio mask,,,11285,c
massa para ovulo,novata bbc,,,11937,b
massa para supositorio,novata bbc,,,11938,b
master mix morango sem lactose,shake morango acabou,,,7116,a
mastermix baunilha,mastermix baunilha,,,6738,c
mastermix baunilha sem lactose,shake easy baunilha,,,10291,b
mastermix morango sem lactose,shake morango,,,9644,b
mastruz tm,mastruz tm,,,6485,b
matcha,green tea ext seco,,"10702",12479,a
matepure,matepure,,,6387,c
mater paternarum floral (mg),mater paternarum floral (mg),,,6849,b
matipure,matepure,,,7858,c
matipure,rice silk,,,15485,b
matipure (s) ,seborregular,,,11120,a
matricara chamomila ext glicol,ext glicol camomila,,,7142,c
matricaria - uso interno,camomila po,,,68147,a
matricaria camomila,camomila po,,,7818,a
matricaria chamomila ext seco,camomila ext seco,,,10719,b
matricaria chamomila-interno,camomila po,,,72140,a
matricaria chamomilla ho,matricaria chamomilla ho,,,4514,c
matricaria chamomilla homeo,matricaria chamomilla homeo,,,6696,b
matricaria chamomilla tm,matricaria chamomilla tm,,,6641,b
matricaria floral (mg),matricaria floral (mg),,,6850,b
matrigenics,matrigenics,,,9628,c
matrixil,matrixil,,,1346,b
matrixil,matrixil,,,23253,a
matrixil 16/05/21,matrixil,,,23253,a
matrixyl,matrixil,,,23642,a
matrixyl,matrixil,,,13545,b
matrixyl,matrixyl,,,4159,c
matrixyl 3000,matrixyl,,,8680,c
matrixyl synthe 6,matrixyl synthe 6,,,9868,b
matryxil,matrixil,,,1437,a
matryxil,matrixyl,,,10632,c
maxi citrus,citrus max,,,10407,b
maxi look 100ml branco emphasy,maxi look 100ml branco emphasy,,,9699,c
maxi look vision 100ml,maxi look vision 100ml,,,15358,b
maytenus ilicifolia ,espinheira santa,,"10877",40275,a
maytenus ilicifolia,espinheira santa,,,70786,b
maytenus ilicifolia homeo,maytenus ilicifolia homeo,,,6697,b
maytenus ilicifolia po,espinheira santa ext seco,,,7312,c
maytenus ilicifolia tm,maytenus ilicifolia tm,,,13416,b
mb 12,metilcobalamina 1:10,,,8311,c
mb12  = é caro ,metilcobalamina pura,"13422554","05546",7987,a
mb12 pura,metilcobalamina pura,"13422554","05546",8310,c
mcrogranulos polietil branco,microesferas poliet branca,,,39460,a
mdi complex,mdi complex,,,6783,c
mdi complex,pentaglican,,,9347,b
mdi complex 10/03/21,mdi complex sob enc,,,5829,a
mdi complex acabou,mdi complex sob enc,,,5829,a
mebendazol,mebendazol,,,853,b
mediatone acido octadecenodioi,o.d.a.white,,,14409,b
medicago sativa,alfafa(falta),,,3159,b
medicago sativa homeo,medicago sativa homeo,,,6698,b
medicago sativa tm,medicago sativa tm,,,11506,b
medigago sativa,alfafa(falta),,,5664,b
medorrhinum ho,medorrhinum ho,,,4515,c
medorrhinum homeo,medorrhinum homeo,,,9836,b
medroxido aluminio,hidroxido aluminio,,,15623,b
medroxiprog sintetica,medroxiprogesterona ac.,"71589","05563",22923,a
medroxiprogesterona,medroxiprogesterona ac.,"71589","05563",10870,a
medroxiprogesterona,medroxiprogesterona,,,66539,b
medroxiprogesterona a.09/03/21,medroxiprogesterona ac.,"71589","05563",66539,a
medroxiprogesterona ac. acabou,medroxiprogesterona ac.,"71589","05563",66539,a
medula espinhal,medula espinhal,,,9961,b
medula ossea homeo,medula ossea homeo,,,6702,b
medula ossea p. ho,medula ossea p. ho,,,7610,b
medusa homeo,medusa homeo,,,15047,b
meianol,meiyanol,,,13544,b
meiyanol,meiyanol,,,10887,b
meiyanol acabou,meyanol,"84603587",,11299,a
mel,mel,,,13470,b
mel eucalipto *,mel eucalipto *,,,5208,c
melaleuca alternifolia homeo,melaleuca alternifolia homeo,,,14476,b
melaleuca oleo,oleo de melaleuca,,,7175,c
melaleuca oleo 10 ml,melaleuca oleo 10 ml,,,6079,c
melaleuca oleo 20 ml,melaleuca oleo 20 ml,,,5160,c
melao amargo,bitter mellon,,,5731,b
melao cantaloupe conc,dimpless,,,11711,b
melao de sao caetano,bitter mellon,,,12125,b
melao de sao caetano,bitter melon,,,9544,c
melaslow (s) ,melawhite,,,10791,a
melatonina,melatonina,"73314","11038",10941,a
melatonina,melatonina,,,10938,b
melatonina,melatonina,"73314","11038",6544,c
melatonina dil 1/10,melatonina dil 1/10,,,13962,b
melatonina homeo,melatonina homeo,,,7412,b
melatonina sublingu usar tapio,melatonina,"73314","11038",13627,a
melatonina topica,prodizia,,,8967,c
melatonina vegetal,herbatonin,,,15474,b
melavoid,melavoid,,,7123,c
melavoid,melavoid,,,12023,b
melavoid acabou,melavoid,,,11314,a
melawhite,biowhite,,,10603,c
melawhite,biowhtie,,,11071,b
melawhite acabou,melawhite,,,1383,a
melfade acabou,melfade acabou,,,4076,a
melfade j,arbutim,,,5422,b
melilotus off ext seco  acabou,melilotus off ext seco  acabou,,,9307,a
melilotus oficinalis,melilotus oficinalis,,,1766,b
melissa,melissa,,,53910,b
melissa,melissa,,,53910,a
melissa  floral (sg),melissa  floral (sg),,,3029,b
melissa ext seco,melissa,,,10714,b
melissa extrato seco ,melissa,,,1385,a
melissa ho,melissa ho,,,11732,c
melissa lippia pó,melissa,,,12436,a
melissa liquido ,tint melissa,,,5796,a
melissa officinalis homeo,melissa officinalis homeo,,,6699,b
melissa officinalis po,melissa,,,70841,a
melissa officinalis tm,melissa officinalis tm,,,6639,b
melissa oficinalis,melissa,,,70841,b
melissa po,melissa ext seco,,,6912,c
melissa tintura **,melissa tintura **,,,3983,c
meliteia,melissa,,,4949,b
mellilotus officinalis,melilotus oficinalis,,,1762,b
meloxicam,meloxicam,"71125387","05619",1801,a
meloxicam,meloxicam,,,68962,b
meloxicam **,meloxicam **,,"05619",6810,c
melscreen coffee,melscreen coffee,,,3143,b
melscreen coffee,coffeskin,,,4570,a
melylotus oficinalis,melilotus oficinalis,,,1765,b
memantina,memantina,"19982082","05623",5717,a
memantina,memantina,"41100521","09414",5464,b
memantina hcl ,memantina,"19982082","05623",9190,a
menadiona,menadiona,,,63253,b
menadiona em mcg uso interno,vit k2,,,11578,b
menaquinna 7,vit k2,,,11295,b
menaquinona ,vit k2 menaquinona,"2124574","11508",5165,a
menaquinona,menadiona,,,63265,b
menaquinona,vitamina k2 mk-7,"2124574","11508",7962,c
menaquinone-7,vitamina k2 mk-7,"2124574","11508",8582,c
menisco homeo,menisco homeo,,,7908,b
menstrogem,progesterona,,,17826,b
ment active,ment active,,,14908,b
menta piperita ext fluido,ext fl mentha piperita,,,5741,a
menta piperita homeo,menta piperita homeo,,,10041,b
mentha ext seco,mentha ext seco,,,9296,b
mentha peperita ext seco,mentha ext seco,,,10724,b
mentha pipe,mentha ext seco,,,15511,b
mentha piperita (liquido)    ,ext fl mentha piperita,,,5787,a
mentha piperita e. fluido,ext fl mentha piperita,,,5740,a
mentha piperita ext seco,mentha ext seco,,,15512,b
mentha piperita homeo,mentha piperita homeo,,,7350,b
mentha piperita tm,mentha piperita tm,,,6491,b
mentha puleginum tm,mentha puleginum tm,,,6492,b
mentha/hortela ext seco,mentha ext seco,,,10725,b
mentol,mentol,,"05643",7097,c
mentol,mentol,,,54719,b
mentol ,mentol - l,"2216515","05643",10647,a
mentol - l,mentol - l,"2216515","05643",54719,a
mentol - l sob encomenda,mentol - l,"2216515","05643",54719,a
mentol cristal,mentol,,"05643",8091,c
mequinol  (s),melawhite,,,4261,a
meratrim,meratrim,,,10775,b
meratrim,meratrim,,,7088,c
meratrim acabou,meratrim (sob encom,,,11454,a
mercurius corrosivus homeo,mercurius corrosivus homeo,,,6034,b
mercurius cyanatus homeo,mercurius cyanatus homeo,,,8524,b
mercurius dulcis homeo,mercurius dulcis homeo,,,8525,b
mercurius iodatus flavus home,mercurius iodatus flavus home,,,6703,b
mercurius iodatus ruber ho,mercurius iodatus ruber ho,,,4519,c
mercurius iodatus ruber homeo,mercurius iodatus ruber homeo,,,6704,b
mercurius solubilis ho,mercurius solubilis ho,,,4475,c
mercurius solubilis homeo,mercurius solubilis homeo,,,6035,b
mesalazina,mesalazina,,,12944,b
mesilato de dihidroergocristin,dihidroergocristina dil 1/10,,,5645,b
mesilato de doxasozina,doxazosina,"77883433","03210",10175,a
mesilato de doxazosina,doxazosina dil 1/10,,,3984,b
mesilato de doxazosina,"doxazosina mesilato feq 1,21",,"03210",7363,c
mesilato de doxazosina,"doxazosina mesilato feq 1,21",,"03210",8230,c
mesilato de fentolamina,fentolamina,,,10439,b
mesilato de ibutamoreno,ibutamorem,,,12879,b
mesilato diidroergocristina mp,dihidroergocristina mesilato,"24730107","03019",33197,a
mesilato doxazosina,doxazosina,"77883433","03210",2823,a
mesmos dos pro bacilos+ubiquin,vivian,,,11212,b
met ,metabolize,,,11234,a
metabissulfito,metabissulfito de sodio,"7681574","05711",7663,c
metabissulfito 10% em glic,metabissulfito 10% em glic,,,3214,a
metabissulfito de sodio,metabissulfito de sodio,"7681574","05711",5511,c
metabissulfito de sodio puro ,metabissulfito sodio puro,"7681574","05711",3215,a
metabissulfito sodio puro,metabissulfito sodio puro,"7681574","05711",54800,a
metabody,metabody,,,15119,b
metabolaid,metabolaid,,,13708,b
metabolaid,metabolaid,,,9907,c
metabolize,metabolize 4,,,8681,c
metabolize 4,metabolize 4,,,6598,c
metabolize 4,metabolize 4,,,4642,b
metabolize 4    ,metabolize,,,60909,a
metabolize acabou,metabolize,,,43121,a
metallum album,arsenicum album homeo,,,14025,b
